_id,name,star,comment
658b9c6600c11fd04741662c,kepc*****,평점 별 5점 중,진직살걸  이제야 삿는지 모르겠어요  사용해보니  정말로 편해요  적극추천  감사합니다
658b9c6600c11fd04741662e,jooe******,평점 별 5점 중,가성비 좋고 쓰레기통?이 밑에있어서 손에 힘이 덜 들어가서 좋아요
658b9c6600c11fd047416630,4375***********************,평점 별 5점 중,먼저구입해서 써보고 사용하기 좋아서 시댁에 하나 사들였어요
658b9c6600c11fd047416632,&#39;ㅅ&#39;,평점 별 5점 중,청소기 고장나서 이것저것 찾아보다가 구입한 건데 만족ㅎㅐ요 :) 
658b9c6600c11fd047416634,jju7****,평점 별 5점 중,선물한거라？\n믿구구매했어요\n작지만ㅡ성능은좋아요
658b9c6600c11fd047416636,choo****,평점 별 5점 중,선물해줬는데 좋아해요 배송도 빠르고 편히하다고 하네요
658b9c6600c11fd047416638,fund****,평점 별 5점 중,사용하기에 편합니다만  소음이 조금 있긴 합니다  청소하니까 이정도 소음은 ㅎ 괜찮아요
658b9c6600c11fd04741663a,pg00**,평점 별 5점 중,배송도 빠르고 간단히 조립후 사용가능해서 좋아요^^
658b9c6700c11fd04741663c,rms4****,평점 별 5점 중,상품 자체는 가격대비 괜찮아요 그치만 소음이 있고 생각보다 무거워요
658b9c6700c11fd04741663e,shin****,평점 별 5점 중,독립하는 딸냄 집에 선물용으로 구매합니다가격대비 다 만족합니다
658b9c6700c11fd047416640,1986*******,평점 별 5점 중,어머니 쓰시라고 주문해드렸는데 가볍고 사용하기 편리해요\n\n어머니 잘 쓰고 계세요
658b9c6700c11fd047416642,mblu****,평점 별 5점 중,좋은상품입니다. 장모님이 필요하시다길래 구매 하였습니다.
658b9c6700c11fd047416644,saoo**,평점 별 5점 중,"사용하기 편리하고 성능, 가성비 좋아서\n2번째 구입하였어요."
658b9c6700c11fd047416646,sapa****,평점 별 5점 중,빠른 배송해주셔서 감사합니다.강추합니다
658b9c6700c11fd047416648,cvlm***,평점 별 5점 중,생각보다 성능이 좋아요. 잘 사용할것같라요
658b9c6700c11fd04741664a,bu3m***,평점 별 5점 중,흡입력보통 무게감 가벼움 배송 엄청빠름
658b9c6700c11fd04741664c,eofu************,평점 별 5점 중,가성비 최고입니다 \n1인 자취 하시는분들 추천드립니다
658b9c6700c11fd04741664e,youn***,평점 별 5점 중,가성비 좋구요 머리카락 잘 빨려서 좋아요 
658b9c6700c11fd047416650,kl33****,평점 별 5점 중,잘받았습니다 잘사용하고 있습니다 
658b9c6700c11fd047416652,sunj*******,평점 별 5점 중,가격대비\n고만 고만 한듯하네요
658b9c6700c11fd047416654,연송,평점 별 5점 중,태팔 이름 믿고 사요  가성비 좋습니다
658b9c6700c11fd047416656,kyy6**,평점 별 5점 중,잘받았어요 많이파세요 
658b9c6700c11fd047416658,hdqa*****,평점 별 5점 중,배송 잘받았습니다\n잘 사용하고 있습니다.
658b9c6700c11fd04741665a,kis0***,평점 별 5점 중,가성비 최고입니다 \n세번째 구매하였습니다 
658b9c6700c11fd04741665c,juli****,평점 별 5점 중,"솔직히 가격만큼 허접하네요\n충전 거치대도 없고 중간에 하얀줄은 왜 길어서 \n조립도 난하하고..오래는 못 쓸 것 같아요, "
658b9c6700c11fd04741665e,bigs*****,평점 별 5점 중,배송빠르고 청소하기좋아요
658b9c6700c11fd047416660,kkwa****,평점 별 5점 중,가격대비 가성비가 좋아요.
658b9c6700c11fd047416662,hwan*****,평점 별 5점 중,딜떠서  잘  샀네요ㅎㅎ   쓰던게 약간  고장나서  ㅎㅎ
658b9c6700c11fd047416664,tu08**,평점 별 5점 중,상품이 좋아요 잘쓰겠습니다
658b9c6700c11fd047416666,조달자,평점 별 5점 중,저렴해서 좋라요 배송빨라오
658b9c6800c11fd047416668,ejl0****,평점 별 5점 중,그냥 보통에요\n앞부분이 자유롭게 잘안되네요
658b9c6800c11fd04741666a,eire******,평점 별 5점 중,
658b9c6800c11fd04741666c,arac**************,평점 별 5점 중,
658b9c6800c11fd04741666e,달별,평점 별 5점 중,
658b9c6800c11fd047416670,hase******,평점 별 5점 중,
658b9c6800c11fd047416672,1388***************,평점 별 5점 중,가격대비 가성비 좋아요
658b9c6800c11fd047416674,azel****,평점 별 5점 중,
658b9c6800c11fd047416676,yhm2***,평점 별 5점 중,
658b9c6800c11fd047416678,moin*****,평점 별 5점 중,생각보다 흡입력이 많이 약합니다
658b9c6800c11fd04741667a,jame********,평점 별 5점 중,
658b9c6800c11fd04741667c,kjh1***,평점 별 5점 중,
658b9c6800c11fd04741667e,pak3***,평점 별 5점 중,배송빠르고 \n가성비 좋아요.
658b9c6800c11fd047416680,merr******,평점 별 5점 중,
658b9c6800c11fd047416682,rrns**,평점 별 5점 중,
658b9c6800c11fd047416684,idco**,평점 별 5점 중,
658b9c6800c11fd047416686,x2ga*****,평점 별 5점 중,
658b9c6800c11fd047416688,tale***,평점 별 5점 중,
658b9c6800c11fd04741668a,apta*****,평점 별 5점 중,
658b9c6800c11fd04741668c,mmh5***,평점 별 5점 중,
658b9c6800c11fd04741668e,jeic*****,평점 별 5점 중,
658b9c6800c11fd047416690,zota***,평점 별 5점 중,
658b9c6800c11fd047416692,왕대박나세요,평점 별 5점 중,구매합니다\n저는 만족해요\n많이 파세요
658b9c6800c11fd047416694,khsj********,평점 별 5점 중,
658b9c6800c11fd047416696,hji.***,평점 별 5점 중,
658b9c6900c11fd047416698,gada***,평점 별 5점 중,배송 잘 받았습니다.
658b9c6900c11fd04741669a,밍이네,평점 별 5점 중,
658b9c6900c11fd04741669c,저건사야지,평점 별 5점 중,친정집 보내드렸어요
658b9c6900c11fd04741669e,jbs1***,평점 별 5점 중,
658b9c6900c11fd0474166a0,kins***,평점 별 5점 중,
658b9c6900c11fd0474166a2,swim**,평점 별 5점 중,
